ExpenseID,Date,Department,Category,Amount,Description
EXP100700,08/02/2025,HR,Consulting,40007.45,Advisory service payment
EXP100701,08/02/2025,IT,Salaries,91862.75,Overtime payment
EXP100702,08/02/2025,Finance,Salaries,112544.6,Monthly salary payment
EXP100703,08/02/2025,HR,Consulting,51342.9,Consulting project expense
EXP100704,08/02/2025,Sales,Office Supplies,4007.85,General office supplies
EXP100705,08/02/2025,HR,Travel,11794.3,Client visit travel
EXP100706,08/02/2025,Sales,Travel,22349.95,International travel expense
EXP100707,08/02/2025,Marketing,Office Supplies,3536.4,Stationery purchase
EXP100708,08/02/2025,Marketing,Training,23219.7,Online course fee
EXP100709,08/02/2025,Admin,Utilities,10150.35,Utility service cost
EXP100710,08/02/2025,Finance,Salaries,128896.6,Salary adjustment expense
EXP100711,08/02/2025,Operations,Consulting,41344.8,Advisory service payment
EXP100712,08/02/2025,Operations,Salaries,85327.9,Bonus disbursement
EXP100713,08/02/2025,HR,Consulting,63219.1,Consulting project expense
EXP100714,08/02/2025,Marketing,Salaries,106729.35,Bonus disbursement
EXP100715,08/02/2025,IT,Utilities,14241.15,Water bill payment
EXP100716,09/02/2025,Sales,Consulting,63331.8,Advisory service payment
EXP100717,09/02/2025,HR,Consulting,31019.8,Consulting project expense
EXP100718,09/02/2025,Operations,Office Supplies,7395.15,General office supplies
EXP100719,09/02/2025,IT,Office Supplies,5903.8,Office furniture acquisition
EXP100720,09/02/2025,Finance,Consulting,67719.4,Consultancy fee
EXP100721,09/02/2025,IT,Utilities,14161.35,Internet service payment
EXP100722,09/02/2025,IT,Utilities,16608.55,Electricity bill
EXP100723,09/02/2025,HR,Training,37153.2,Workshop expense
EXP100724,09/02/2025,Sales,Travel,18960.2,Client visit travel
EXP100725,09/02/2025,HR,Training,15066.8,Online course fee
EXP100726,09/02/2025,Admin,Travel,12812.8,International travel expense
EXP100727,09/02/2025,Admin,Salaries,113569.75,Bonus disbursement
EXP100728,09/02/2025,HR,Travel,24857.35,Business trip expense
EXP100729,10/02/2025,Finance,Office Supplies,6119.75,Stationery purchase
EXP100730,10/02/2025,IT,Consulting,69204.45,Consulting project expense
EXP100731,10/02/2025,Operations,Salaries,114935.8,Monthly salary payment
EXP100732,10/02/2025,Admin,Utilities,12422.2,Electricity bill
EXP100733,10/02/2025,IT,Utilities,13233.85,Utility service cost
EXP100734,10/02/2025,Sales,Office Supplies,10091.2,Stationery purchase
EXP100735,10/02/2025,Operations,Salaries,123515.35,Salary adjustment expense
EXP100736,10/02/2025,Admin,Utilities,15184.75,Electricity bill
EXP100737,10/02/2025,Finance,Salaries,113214.5,Bonus disbursement
EXP100738,10/02/2025,Operations,Consulting,39492.25,Consultancy fee
EXP100739,10/02/2025,Sales,Office Supplies,7233.45,Stationery purchase
EXP100740,10/02/2025,HR,Office Supplies,8940.05,Office furniture acquisition
EXP100741,10/02/2025,HR,Training,23222.15,Employee training session
EXP100742,10/02/2025,HR,Training,32665.15,Professional development training
EXP100743,10/02/2025,Marketing,Office Supplies,4727.8,Printer ink and paper
EXP100744,11/02/2025,Marketing,Consulting,41792.8,Consultancy fee
EXP100745,11/02/2025,Operations,Consulting,66169.25,External consultant fee
EXP100746,11/02/2025,Finance,Consulting,38756.9,Consultancy fee
EXP100747,11/02/2025,Sales,Salaries,110122.6,Bonus disbursement
EXP100748,11/02/2025,IT,Office Supplies,7339.5,Printer ink and paper
EXP100749,11/02/2025,IT,Office Supplies,1925.35,General office supplies
EXP100750,11/02/2025,Admin,Office Supplies,5478.9,Printer ink and paper
EXP100751,11/02/2025,Marketing,Consulting,41637.75,External consultant fee
EXP100752,11/02/2025,Marketing,Travel,23117.15,Domestic travel cost
EXP100753,11/02/2025,Sales,Travel,16690.45,Business trip expense
EXP100754,11/02/2025,Sales,Training,27131.3,Workshop expense
EXP100755,11/02/2025,IT,Office Supplies,8902.95,Printer ink and paper
EXP100756,11/02/2025,Admin,Utilities,19623.1,Internet service payment
EXP100757,11/02/2025,Marketing,Consulting,73431.75,Consulting project expense
EXP100758,11/02/2025,IT,Utilities,20286.35,Utility service cost
EXP100759,11/02/2025,Admin,Consulting,58863,Consultancy fee
EXP100760,11/02/2025,IT,Consulting,52124.8,Consulting project expense
EXP100761,12/02/2025,Sales,Consulting,55443.5,External consultant fee
EXP100762,12/02/2025,HR,Training,31807.65,Professional development training
EXP100763,13/02/2025,Marketing,Training,22693.65,Online course fee
EXP100764,13/02/2025,HR,Travel,19163.55,Domestic travel cost
EXP100765,13/02/2025,Sales,Salaries,89931.1,Overtime payment
EXP100766,13/02/2025,Operations,Utilities,10994.2,Internet service payment
EXP100767,13/02/2025,IT,Office Supplies,9209.9,Office furniture acquisition
EXP100768,13/02/2025,Marketing,Marketing,41176.45,Marketing campaign expense
EXP100769,13/02/2025,Marketing,Travel,22939,International travel expense
EXP100770,13/02/2025,Finance,Consulting,63021.35,Consulting project expense
EXP100771,13/02/2025,Admin,Salaries,67736.9,Overtime payment
EXP100772,13/02/2025,IT,Software,32866.05,Renewal of software license
EXP100773,13/02/2025,Operations,Office Supplies,5534.55,General office supplies
EXP100774,13/02/2025,Marketing,Office Supplies,8778,General office supplies
EXP100775,13/02/2025,IT,Salaries,106366.75,Monthly salary payment
EXP100776,13/02/2025,Marketing,Travel,11998,Domestic travel cost
EXP100777,13/02/2025,IT,Training,28851.9,Workshop expense
EXP100778,13/02/2025,IT,Consulting,42928.55,Advisory service payment
EXP100779,14/02/2025,IT,Software,25525.85,Software license fee
EXP100780,14/02/2025,Operations,Salaries,116846.8,Salary adjustment expense
EXP100781,14/02/2025,Admin,Office Supplies,7935.9,Stationery purchase
EXP100782,14/02/2025,Finance,Consulting,51796.15,External consultant fee
EXP100783,14/02/2025,Finance,Salaries,113878.45,Overtime payment
EXP100784,14/02/2025,Finance,Office Supplies,6828.5,Printer ink and paper
EXP100785,14/02/2025,Finance,Salaries,113900.5,Bonus disbursement
EXP100786,14/02/2025,Finance,Salaries,110378.45,Bonus disbursement
EXP100787,14/02/2025,Marketing,Travel,30795.8,Business trip expense
EXP100788,14/02/2025,Finance,Travel,26348,International travel expense
EXP100789,14/02/2025,IT,Utilities,14873.6,Water bill payment
EXP100790,14/02/2025,Admin,Office Supplies,5462.8,Printer ink and paper
EXP100791,14/02/2025,Finance,Consulting,47853.75,External consultant fee
EXP100792,14/02/2025,HR,Office Supplies,7539.35,Printer ink and paper
EXP100793,15/02/2025,Sales,Salaries,115607.1,Overtime payment
EXP100794,15/02/2025,Sales,Travel,17901.1,Client visit travel
EXP100795,15/02/2025,Sales,Salaries,101487.05,Salary adjustment expense
EXP100796,15/02/2025,Operations,Consulting,60167.1,Consultancy fee
EXP100797,15/02/2025,HR,Salaries,87873.45,Monthly salary payment
EXP100798,15/02/2025,Sales,Office Supplies,5248.95,Office furniture acquisition
EXP100799,15/02/2025,HR,Salaries,159220.25,Bonus disbursement
EXP100800,15/02/2025,HR,Consulting,49428.75,External consultant fee
EXP100801,15/02/2025,Operations,Office Supplies,6417.25,General office supplies
EXP100802,15/02/2025,IT,Salaries,87027.85,Bonus disbursement
EXP100803,15/02/2025,HR,Travel,18091.15,Client visit travel
EXP100804,15/02/2025,Sales,Salaries,79106.3,Overtime payment
EXP100805,15/02/2025,IT,Salaries,99080.45,Overtime payment
EXP100806,15/02/2025,Operations,Travel,21823.55,Business trip expense
EXP100807,15/02/2025,Operations,Salaries,102424,Monthly salary payment
EXP100808,15/02/2025,IT,Consulting,62462.4,Advisory service payment
EXP100809,15/02/2025,Sales,Office Supplies,6843.9,General office supplies
EXP100810,15/02/2025,Admin,Salaries,105959.7,Salary adjustment expense
EXP100811,15/02/2025,Sales,Training,35722.4,Employee training session
EXP100812,16/02/2025,Admin,Office Supplies,7336,Printer ink and paper
EXP100813,16/02/2025,Finance,Consulting,63958.65,Advisory service payment
EXP100814,16/02/2025,IT,Office Supplies,6786.85,General office supplies
EXP100815,16/02/2025,IT,Training,18847.5,Online course fee
EXP100816,16/02/2025,IT,Utilities,13567.05,Electricity bill
EXP100817,16/02/2025,Sales,Office Supplies,5246.15,Printer ink and paper
EXP100818,16/02/2025,Admin,Travel,16281.3,Domestic travel cost
EXP100819,16/02/2025,Admin,Utilities,12043.5,Water bill payment
EXP100820,16/02/2025,Operations,Salaries,125979.7,Salary adjustment expense
EXP100821,16/02/2025,Admin,Salaries,88279.1,Bonus disbursement
EXP100822,16/02/2025,HR,Consulting,54460,External consultant fee
EXP100823,16/02/2025,Sales,Consulting,54512.85,External consultant fee
EXP100824,16/02/2025,Finance,Travel,19490.45,Business trip expense
EXP100825,16/02/2025,Admin,Salaries,100584.05,Overtime payment
EXP100826,16/02/2025,Operations,Consulting,51279.55,External consultant fee
EXP100827,16/02/2025,IT,Office Supplies,7570.15,Printer ink and paper
EXP100828,16/02/2025,Finance,Office Supplies,8094.1,Printer ink and paper
EXP100829,17/02/2025,Admin,Consulting,63875.35,External consultant fee
EXP100830,17/02/2025,Sales,Travel,25469.5,Business trip expense
EXP100831,17/02/2025,Marketing,Consulting,68766.25,External consultant fee
EXP100832,17/02/2025,IT,Software,17432.1,Software license fee
EXP100833,17/02/2025,HR,Consulting,83568.8,Consulting project expense
EXP100834,17/02/2025,HR,Training,22040.55,Professional development training
EXP100835,17/02/2025,IT,Training,32404.05,Professional development training
EXP100836,17/02/2025,IT,Training,31569.65,Employee training session
EXP100837,17/02/2025,Sales,Salaries,80892.35,Bonus disbursement
EXP100838,17/02/2025,Operations,Travel,19108.6,Business trip expense
EXP100839,17/02/2025,Marketing,Consulting,59670.1,Consulting project expense
EXP100840,17/02/2025,Admin,Utilities,16839.9,Internet service payment
EXP100841,17/02/2025,Sales,Salaries,98021.35,Salary adjustment expense
EXP100842,18/02/2025,Sales,Travel,19700.45,Domestic travel cost
EXP100843,18/02/2025,Finance,Salaries,92428,Overtime payment
EXP100844,18/02/2025,Finance,Office Supplies,6232.45,General office supplies
EXP100845,18/02/2025,Marketing,Training,23390.5,Employee training session
EXP100846,18/02/2025,IT,Utilities,15984.85,Electricity bill
EXP100847,18/02/2025,Operations,Travel,19376.7,Business trip expense
EXP100848,18/02/2025,Sales,Office Supplies,6096.65,Office furniture acquisition
EXP100849,18/02/2025,Admin,Travel,21001.05,Domestic travel cost
EXP100850,18/02/2025,IT,Software,28226.8,Software license fee
EXP100851,18/02/2025,Admin,Office Supplies,8188.25,Office furniture acquisition
EXP100852,18/02/2025,Sales,Office Supplies,8654.1,General office supplies
EXP100853,18/02/2025,Finance,Consulting,76718.25,External consultant fee
EXP100854,18/02/2025,HR,Travel,13632.85,Client visit travel
EXP100855,18/02/2025,IT,Training,26865.65,Employee training session
EXP100856,18/02/2025,HR,Office Supplies,7139.3,Office furniture acquisition
EXP100857,18/02/2025,HR,Training,25009.95,Employee training session
EXP100858,18/02/2025,Marketing,Travel,11758.6,Domestic travel cost
EXP100859,18/02/2025,HR,Salaries,131941.95,Monthly salary payment
EXP100860,19/02/2025,HR,Consulting,35934.15,Consulting project expense
EXP100861,19/02/2025,IT,Training,28826,Professional development training
EXP100862,19/02/2025,IT,Consulting,33226.2,External consultant fee
EXP100863,19/02/2025,Operations,Salaries,95510.1,Salary adjustment expense
EXP100864,19/02/2025,Marketing,Salaries,121777.6,Bonus disbursement
EXP100865,19/02/2025,Admin,Consulting,81896.5,Consultancy fee
EXP100866,19/02/2025,Operations,Office Supplies,6936.3,General office supplies
EXP100867,19/02/2025,Sales,Travel,32119.15,Client visit travel
EXP100868,19/02/2025,Operations,Travel,30071.65,Business trip expense
EXP100869,19/02/2025,Operations,Travel,23121,International travel expense
EXP100870,19/02/2025,Admin,Office Supplies,7854.35,Printer ink and paper
EXP100871,20/02/2025,Finance,Consulting,43175.3,Consulting project expense
EXP100872,20/02/2025,HR,Office Supplies,5502,Office furniture acquisition
EXP100873,20/02/2025,Sales,Travel,20526.45,Domestic travel cost
EXP100874,20/02/2025,Sales,Training,23318.75,Professional development training
EXP100875,20/02/2025,Admin,Utilities,15372.35,Electricity bill
EXP100876,20/02/2025,IT,Consulting,55394.15,Consulting project expense
EXP100877,20/02/2025,Finance,Office Supplies,6547.1,Printer ink and paper
EXP100878,20/02/2025,Sales,Salaries,93384.9,Monthly salary payment
EXP100879,20/02/2025,IT,Office Supplies,8020.95,Office furniture acquisition
EXP100880,20/02/2025,Finance,Salaries,83065.5,Monthly salary payment
EXP100881,20/02/2025,Admin,Office Supplies,7974.4,Stationery purchase
EXP100882,20/02/2025,Operations,Consulting,69045.9,Consultancy fee
EXP100883,20/02/2025,Operations,Office Supplies,5153.4,Stationery purchase
EXP100884,20/02/2025,IT,Consulting,29826.3,External consultant fee
EXP100885,20/02/2025,HR,Training,20239.8,Employee training session
EXP100886,20/02/2025,Finance,Salaries,113162.7,Salary adjustment expense
EXP100887,20/02/2025,Marketing,Marketing,350,Marketing campaign expense
EXP100888,20/02/2025,Marketing,Travel,20083,Business trip expense
EXP100889,20/02/2025,Marketing,Consulting,53904.2,External consultant fee
EXP100890,20/02/2025,Sales,Training,31623.9,Professional development training
EXP100891,20/02/2025,Admin,Office Supplies,3796.8,Office furniture acquisition
EXP100892,20/02/2025,Marketing,Travel,25682.3,International travel expense
EXP100893,21/02/2025,Sales,Training,23025.8,Workshop expense
EXP100894,21/02/2025,IT,Software,27088.95,IT software purchase
EXP100895,21/02/2025,HR,Travel,18444.65,International travel expense
EXP100896,21/02/2025,Operations,Office Supplies,6948.9,General office supplies
EXP100897,21/02/2025,Finance,Consulting,61587.75,Consultancy fee
EXP100898,21/02/2025,Sales,Consulting,79146.2,Advisory service payment
EXP100899,21/02/2025,Marketing,Consulting,29207.5,Consulting project expense
EXP100900,21/02/2025,HR,Office Supplies,6006,Office furniture acquisition
EXP100901,21/02/2025,Sales,Training,18046.7,Workshop expense
EXP100902,21/02/2025,Operations,Travel,21545.65,Business trip expense
EXP100903,21/02/2025,Sales,Training,23566.2,Professional development training
EXP100904,21/02/2025,Sales,Training,30272.2,Employee training session
EXP100905,21/02/2025,Admin,Travel,23698.85,Domestic travel cost
EXP100906,21/02/2025,Admin,Utilities,13594.35,Electricity bill
EXP100907,21/02/2025,Sales,Consulting,45127.25,Advisory service payment
EXP100908,21/02/2025,HR,Training,28146.3,Professional development training
EXP100909,21/02/2025,Marketing,Marketing,24211.6,Advertising cost
EXP100910,21/02/2025,Operations,Salaries,74984.35,Salary adjustment expense
EXP100911,21/02/2025,Admin,Office Supplies,7247.8,Printer ink and paper
EXP100912,22/02/2025,Finance,Consulting,63243.95,Consulting project expense
EXP100913,22/02/2025,Admin,Travel,14625.45,International travel expense
EXP100914,22/02/2025,Sales,Office Supplies,7082.25,Printer ink and paper
EXP100915,22/02/2025,Finance,Travel,22971.9,International travel expense
EXP100916,22/02/2025,IT,Utilities,7464.1,Water bill payment
EXP100917,22/02/2025,HR,Office Supplies,5228.65,Stationery purchase
EXP100918,22/02/2025,Admin,Office Supplies,9748.2,Stationery purchase
EXP100919,22/02/2025,Admin,Travel,17336.9,Business trip expense
EXP100920,22/02/2025,Finance,Office Supplies,9183.65,Office furniture acquisition
EXP100921,22/02/2025,Admin,Utilities,12303.9,Electricity bill
EXP100922,22/02/2025,Admin,Utilities,16530.5,Electricity bill
EXP100923,22/02/2025,IT,Training,30636.55,Employee training session
EXP100924,22/02/2025,Finance,Office Supplies,10119.2,Office furniture acquisition
EXP100925,22/02/2025,IT,Salaries,92981.35,Monthly salary payment
EXP100926,22/02/2025,Admin,Salaries,93970.8,Overtime payment
EXP100927,22/02/2025,Marketing,Travel,16429.35,Business trip expense
EXP100928,22/02/2025,IT,Salaries,81886,Salary adjustment expense
EXP100929,22/02/2025,Finance,Consulting,54650.4,Consultancy fee
EXP100930,22/02/2025,Finance,Consulting,46555.25,Consulting project expense
EXP100931,22/02/2025,Operations,Utilities,24764.6,Utility service cost
EXP100932,22/02/2025,HR,Consulting,65394.35,Advisory service payment
EXP100933,22/02/2025,Marketing,Office Supplies,9042.6,Printer ink and paper
EXP100934,22/02/2025,Sales,Travel,28221.9,Domestic travel cost
EXP100935,23/02/2025,Finance,Consulting,55561.1,Consulting project expense
EXP100936,23/02/2025,Finance,Salaries,96023.2,Salary adjustment expense
EXP100937,23/02/2025,Marketing,Consulting,44614.5,External consultant fee
EXP100938,23/02/2025,Admin,Travel,34133.75,Business trip expense
EXP100939,23/02/2025,HR,Training,25157.3,Online course fee
EXP100940,23/02/2025,HR,Training,28224.7,Online course fee
EXP100941,23/02/2025,Operations,Travel,16909.55,Business trip expense
EXP100942,23/02/2025,Operations,Travel,15021.3,Client visit travel
EXP100943,23/02/2025,Marketing,Marketing,37646.7,Advertising cost
EXP100944,23/02/2025,HR,Travel,16703.4,International travel expense
EXP100945,23/02/2025,Sales,Salaries,92495.9,Salary adjustment expense
EXP100946,23/02/2025,Finance,Consulting,44632.7,External consultant fee
EXP100947,23/02/2025,Finance,Consulting,47717.6,External consultant fee
EXP100948,23/02/2025,HR,Training,29086.4,Employee training session
EXP100949,23/02/2025,Sales,Salaries,112256.2,Salary adjustment expense
EXP100950,23/02/2025,Admin,Travel,14919.45,Business trip expense
EXP100951,23/02/2025,Operations,Office Supplies,7308.35,Stationery purchase
EXP100952,23/02/2025,Finance,Travel,24045.35,Domestic travel cost
EXP100953,23/02/2025,HR,Consulting,76774.95,Consulting project expense
EXP100954,24/02/2025,Marketing,Travel,21641.55,Business trip expense
EXP100955,24/02/2025,Operations,Utilities,14018.2,Electricity bill
EXP100956,24/02/2025,Marketing,Office Supplies,6550.6,Stationery purchase
EXP100957,24/02/2025,Operations,Office Supplies,7745.15,Office furniture acquisition
EXP100958,24/02/2025,IT,Office Supplies,6783.35,Stationery purchase
EXP100959,24/02/2025,Finance,Salaries,88617.55,Salary adjustment expense
EXP100960,24/02/2025,Marketing,Marketing,54146.75,Advertising cost
EXP100961,24/02/2025,HR,Consulting,46628.05,Advisory service payment
EXP100962,24/02/2025,Sales,Travel,17034.15,Domestic travel cost
EXP100963,24/02/2025,IT,Training,18841.2,Employee training session
EXP100964,24/02/2025,Admin,Consulting,39985.05,External consultant fee
EXP100965,24/02/2025,Marketing,Travel,13234.2,Business trip expense
EXP100966,24/02/2025,Sales,Training,31641.05,Professional development training
EXP100967,24/02/2025,Sales,Travel,10955,Business trip expense
EXP100968,24/02/2025,Admin,Utilities,16583.7,Water bill payment
EXP100969,24/02/2025,HR,Office Supplies,5757.15,Stationery purchase
EXP100970,25/02/2025,IT,Utilities,14100.1,Water bill payment
EXP100971,25/02/2025,HR,Travel,20189.05,Domestic travel cost
EXP100972,25/02/2025,Marketing,Office Supplies,5176.5,Office furniture acquisition
EXP100973,25/02/2025,Marketing,Consulting,49992.6,External consultant fee
EXP100974,25/02/2025,Operations,Utilities,19159,Electricity bill
EXP100975,25/02/2025,HR,Salaries,89451.95,Overtime payment
EXP100976,25/02/2025,Marketing,Marketing,40528.6,Marketing campaign expense
EXP100977,25/02/2025,Marketing,Travel,23597.35,Domestic travel cost
EXP100978,25/02/2025,HR,Training,26017.25,Online course fee
EXP100979,25/02/2025,Admin,Office Supplies,6571.6,Stationery purchase
EXP100980,25/02/2025,Admin,Consulting,46228.7,Advisory service payment
EXP100981,25/02/2025,HR,Training,26425.35,Employee training session
EXP100982,25/02/2025,Operations,Salaries,90706,Bonus disbursement
EXP100983,25/02/2025,Admin,Travel,30537.85,Domestic travel cost
EXP100984,25/02/2025,Operations,Consulting,48654.9,Advisory service payment
EXP100985,25/02/2025,Operations,Salaries,112534.8,Overtime payment
EXP100986,25/02/2025,Marketing,Marketing,33194,Social media promotion
EXP100987,25/02/2025,HR,Training,30877,Employee training session
EXP100988,26/02/2025,Admin,Travel,21933.1,Client visit travel
EXP100989,26/02/2025,Finance,Consulting,16682.75,External consultant fee
EXP100990,26/02/2025,Admin,Office Supplies,8812.65,Stationery purchase
EXP100991,26/02/2025,Sales,Salaries,85921.5,Salary adjustment expense
EXP100992,26/02/2025,Sales,Consulting,63066.15,Consultancy fee
EXP100993,26/02/2025,Operations,Consulting,55291.95,External consultant fee
EXP100994,26/02/2025,Admin,Consulting,37782.85,Consulting project expense
EXP100995,26/02/2025,IT,Utilities,15766.1,Electricity bill
EXP100996,26/02/2025,Operations,Office Supplies,6942.95,Office furniture acquisition
EXP100997,26/02/2025,Sales,Travel,24524.85,Business trip expense
EXP100998,26/02/2025,Admin,Travel,28731.5,International travel expense
EXP100999,26/02/2025,Marketing,Salaries,97067.6,Salary adjustment expense
EXP101000,26/02/2025,IT,Training,14386.05,Workshop expense
EXP101001,26/02/2025,IT,Training,30728.95,Professional development training
EXP101002,26/02/2025,Finance,Salaries,104188.35,Bonus disbursement
EXP101003,27/02/2025,Operations,Consulting,45979.85,Consulting project expense
EXP101004,27/02/2025,Marketing,Marketing,19334.35,Branding and outreach
EXP101005,27/02/2025,Admin,Office Supplies,3438.4,Printer ink and paper
EXP101006,27/02/2025,Operations,Consulting,53737.6,Consulting project expense
EXP101007,27/02/2025,IT,Utilities,11879.35,Utility service cost
EXP101008,27/02/2025,Sales,Consulting,44393.3,Advisory service payment
EXP101009,27/02/2025,HR,Travel,24362.1,Domestic travel cost
EXP101010,27/02/2025,Operations,Travel,17959.2,International travel expense
EXP101011,27/02/2025,Operations,Salaries,82871.25,Overtime payment
EXP101012,27/02/2025,Operations,Consulting,41354.25,Consulting project expense
EXP101013,27/02/2025,Sales,Training,13826.75,Online course fee
EXP101014,27/02/2025,Sales,Salaries,99283.45,Overtime payment
EXP101015,27/02/2025,HR,Travel,20150.55,International travel expense
EXP101016,27/02/2025,HR,Office Supplies,5293.05,Printer ink and paper
EXP101017,27/02/2025,Marketing,Salaries,116415.6,Salary adjustment expense
EXP101018,27/02/2025,IT,Consulting,46744.95,Consultancy fee
EXP101019,28/02/2025,HR,Consulting,59533.95,Advisory service payment
EXP101020,28/02/2025,Admin,Office Supplies,7248.5,Printer ink and paper
EXP101021,28/02/2025,Marketing,Office Supplies,6623.75,Printer ink and paper
EXP101022,28/02/2025,Admin,Consulting,49272.65,External consultant fee
EXP101023,28/02/2025,Marketing,Travel,9945.25,Client visit travel
EXP101024,28/02/2025,Marketing,Salaries,80146.5,Bonus disbursement
EXP101025,28/02/2025,Marketing,Travel,30747.5,Business trip expense
EXP101026,28/02/2025,Marketing,Travel,31237.5,Business trip expense
EXP101027,28/02/2025,Marketing,Salaries,79509.85,Overtime payment
EXP101028,28/02/2025,Marketing,Travel,20167,Business trip expense
EXP101029,28/02/2025,Marketing,Travel,24271.1,Client visit travel
EXP101030,28/02/2025,HR,Travel,25977,Client visit travel
EXP101031,28/02/2025,Marketing,Office Supplies,6342,Stationery purchase
EXP101032,28/02/2025,Sales,Salaries,75804.05,Bonus disbursement
EXP101033,28/02/2025,HR,Travel,11586.4,Client visit travel
EXP101034,28/02/2025,Sales,Training,20925.8,Employee training session
EXP101035,28/02/2025,Admin,Travel,14001.05,Client visit travel
EXP101036,28/02/2025,Sales,Travel,11657.8,Domestic travel cost
EXP101037,28/02/2025,HR,Consulting,33286.4,Advisory service payment
EXP101038,28/02/2025,Marketing,Training,29125.6,Workshop expense
EXP101039,28/02/2025,Sales,Training,25041.45,Online course fee
EXP101040,01/03/2025,Admin,Salaries,125019.65,Bonus disbursement
EXP101041,01/03/2025,Marketing,Training,21121.45,Online course fee
EXP101042,01/03/2025,Operations,Utilities,16247.7,Internet service payment
EXP101043,01/03/2025,Operations,Travel,17289.65,Domestic travel cost
EXP101044,01/03/2025,Finance,Consulting,47820.85,External consultant fee
EXP101045,01/03/2025,IT,Software,30804.2,IT software purchase
EXP101046,01/03/2025,HR,Consulting,42099.4,Consultancy fee
EXP101047,01/03/2025,Operations,Utilities,14750.4,Electricity bill
EXP101048,01/03/2025,Marketing,Marketing,43660.75,Marketing campaign expense
EXP101049,02/03/2025,IT,Salaries,105734.65,Monthly salary payment
EXP101050,02/03/2025,Admin,Travel,25411.05,Client visit travel
EXP101051,02/03/2025,Operations,Consulting,76060.95,Consulting project expense
EXP101052,02/03/2025,IT,Software,22421.35,Cloud subscription cost
EXP101053,02/03/2025,IT,Software,31287.2,IT software purchase
EXP101054,02/03/2025,IT,Utilities,16352.35,Internet service payment
EXP101055,02/03/2025,Finance,Travel,21565.25,Domestic travel cost
EXP101056,02/03/2025,Sales,Office Supplies,5219.55,Printer ink and paper
EXP101057,02/03/2025,IT,Office Supplies,7874.65,General office supplies
EXP101058,02/03/2025,Admin,Travel,8413.3,Client visit travel
EXP101059,02/03/2025,Finance,Salaries,105559.3,Bonus disbursement
EXP101060,02/03/2025,Operations,Utilities,21393.05,Internet service payment
EXP101061,02/03/2025,Finance,Salaries,92337.35,Bonus disbursement
EXP101062,02/03/2025,Finance,Office Supplies,5065.2,General office supplies
EXP101063,02/03/2025,Marketing,Training,26294.45,Professional development training
EXP101064,02/03/2025,Operations,Salaries,95644.85,Bonus disbursement
EXP101065,02/03/2025,Marketing,Salaries,151981.55,Bonus disbursement
EXP101066,02/03/2025,Operations,Utilities,14880.6,Electricity bill
EXP101067,02/03/2025,HR,Consulting,43859.55,Consulting project expense
EXP101068,02/03/2025,Operations,Consulting,59767.05,Advisory service payment
EXP101069,03/03/2025,HR,Office Supplies,3642.1,Stationery purchase
EXP101070,03/03/2025,Marketing,Travel,24580.15,Business trip expense
EXP101071,03/03/2025,Marketing,Marketing,42181.65,Social media promotion
EXP101072,03/03/2025,Operations,Consulting,32428.2,Consulting project expense
EXP101073,03/03/2025,Operations,Utilities,19635.35,Water bill payment
EXP101074,03/03/2025,Finance,Travel,24663.45,International travel expense
EXP101075,03/03/2025,Marketing,Salaries,131070.8,Salary adjustment expense
EXP101076,03/03/2025,Finance,Consulting,77830.2,Advisory service payment
EXP101077,03/03/2025,Operations,Consulting,23441.6,Advisory service payment
EXP101078,03/03/2025,IT,Office Supplies,8235.85,Printer ink and paper
EXP101079,03/03/2025,Sales,Office Supplies,6392.4,General office supplies
EXP101080,03/03/2025,Admin,Utilities,14480.9,Internet service payment
EXP101081,03/03/2025,IT,Consulting,30161.95,Consultancy fee
EXP101082,03/03/2025,Sales,Office Supplies,4335.8,Office furniture acquisition
EXP101083,03/03/2025,Sales,Salaries,98728,Bonus disbursement
EXP101084,03/03/2025,HR,Travel,22746.85,Business trip expense
EXP101085,03/03/2025,Admin,Salaries,94548.3,Overtime payment
EXP101086,03/03/2025,IT,Consulting,55932.8,External consultant fee
EXP101087,03/03/2025,Admin,Office Supplies,6290.55,Office furniture acquisition
EXP101088,04/03/2025,HR,Salaries,109823.7,Bonus disbursement
EXP101089,04/03/2025,Operations,Salaries,90552.35,Bonus disbursement
EXP101090,04/03/2025,Marketing,Marketing,31536.05,Social media promotion
EXP101091,04/03/2025,HR,Travel,19706.75,Domestic travel cost
EXP101092,04/03/2025,Sales,Salaries,113260,Bonus disbursement
EXP101093,04/03/2025,Operations,Consulting,45396.75,Consultancy fee
EXP101094,04/03/2025,Admin,Consulting,35919.1,Advisory service payment
EXP101095,04/03/2025,Sales,Travel,19587.75,Client visit travel
EXP101096,04/03/2025,HR,Training,25338.6,Online course fee
EXP101097,04/03/2025,IT,Salaries,63614.25,Bonus disbursement
EXP101098,04/03/2025,IT,Salaries,102678.8,Bonus disbursement
EXP101099,04/03/2025,Sales,Office Supplies,6964.65,General office supplies
EXP101100,04/03/2025,IT,Consulting,64070.65,Consulting project expense
EXP101101,04/03/2025,Sales,Salaries,133241.5,Salary adjustment expense
EXP101102,04/03/2025,Marketing,Consulting,50188.95,Consulting project expense
EXP101103,04/03/2025,Marketing,Consulting,53242.7,Consultancy fee
EXP101104,04/03/2025,IT,Utilities,14531.65,Utility service cost
EXP101105,05/03/2025,IT,Consulting,31458.35,Advisory service payment
